DOI,type,polymer_family,PolymerName,co_smiles,smiles1,smiles2,co_content1,wt1,mol1,co_smiles1,co_content2,wt2,mol2,mix_content1,mix_smiles1,mix_wt1,mix_mol1,mix_content2,mix_smiles2,mix_wt2,mix_mol2,mix_content3,mix_smiles3,mix_wt3,mix_mol3,mix_content4,mix_smiles4,mix_wt4,mix_mol4,LOI
10.1002/pol.20230521,copolymer,,DOPO-ITA1.5,[Rb]CCCCCCNC(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC(NCCCCCC([Fr])=O)=O)=O,[Rb]NCCCCCC([Fr])=O,[Rb]CCCCCCNC(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)=O,PA6,1.5,,,DOPO-ITA,98.5,,,,,,,,,,,,,,,,,,27.4
10.1016/S0141-3910（00）00066-5,copolymer,,MMA-PCVP,COC(=O)C(C)C([Fr])CCC([Rb])P1(=O)OC2=C(C=CC=C2)O1,CC(C(OC)=O)([Fr])C[Rb],O=P1(OC2=C(O1)C=CC=C2)C([Fr])C[Rb],PMMA,,80,,PCVP,,20,,,,,,,,,,,,,,,,,27.4
10.1007/s10965-021-02676-x,homopolymer,,,,[Rb]N1C(=O)C2C(C1=O)CC1C(C2)C(=O)N(C1=O)c1ccc(cc1)Oc1ccc(cc1)[Fr],,,,100,,,,0,,,,,,,,,,,,,,,,,27.4
10.1002/pat.5153,homopolymer,,,,O=C1N(C2=CC=C(OC3=CC=C([Fr])C=C3)C=C2)C(C4C1CC(C(N([Rb])C5=O)=O)C5C4)=O,,,,100,,,,0,,,,,,,,,,,,,,,,,27.4
10.1002/pat.3261,copolymer,,polystyrene,[Rb]CC(CC([Fr])C(NCOP(C)(OCP1(OC2=C(C=CC=C2)C3=CC=CC=C31)=O)=O)=O)C4=CC=CC=C4,[Rb]CC([Fr])C1=CC=CC=C1,O=C(NCOP(C)(OCP1(OC2=C(C3=CC=CC=C31)C=CC=C2)=O)=O)C([Fr])C[Rb],PS,35,,,DMPMA,15,,,,,,,,,,,,,,,,,,27.5
10.1002/pat.3261,copolymer,,DPS-30,O=C(C(CC(C1=CC=CC=C1)C[Rb])[Fr])NCOP(C)(OCP2(OC3=C(C=CC=C3)C4=CC=CC=C42)=O)=O,[Rb]CC([Fr])C1=CC=CC=C1,CP(OCNC(C([Fr])C[Rb])=O)(OCP1(OC2=C(C=CC=C2)C3=CC=CC=C31)=O)=O,PS,35,,,DMPMA,15,,,,,,,,,,,,,,,,,,27.5
10.1016/j.cej.2021.132121,copolymer,,PETM2-K,O=C(C1=CC=C(C(OCCO[Rb])=O)C=C1)OCCOC(C2=CC=C3N=C(C4=CC(C5=NC6=C(C=C(C=C6)C([Fr])=O)N5)=CC(S(=O)([O-])=O)=C4)NC3=C2)=O.[K+],O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(OCCO[Rb])C1=CC=C2N=C(C3=CC(C4=NC5=C(C=C(C=C5)C([Fr])=O)N4)=CC(S(=O)([O-])=O)=C3)NC2=C1.[K+],PET,,100,,MS-K,,2,,,,,,,,,,,,,,,,,27.5
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA7-co-PET,O=C(C1=CC=C(C=C1)C(OP(O[Mg]OP([Fr])(C2=CC=CC=C2)=O)(C3=CC=CC=C3)=O)=O)OCCO[Rb],O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],PET,100,,,MH-PPOA,7,,,,,,,,,,,,,,,,,,27.5
10.1016/j.polymdegradstab.2004.04.029,copolymer,,PMMA-co-V,CC(C[Rb])(CC(C)([Fr])C(OC(C1=CC=C(C=C1)Br)P(OCC)(OCC)=O)=O)C(OC)=O,CC(C(OC)=O)([Fr])C[Rb],CCOP(OCC)(C(C1=CC=C(Br)C=C1)OC(C(C)([Fr])C[Rb])=O)=O,PMMA,87,,,phosphorylated methyl methacrylate-V,13,,,,,,,,,,,,,,,,,,27.5
10.1016/j.polymdegradstab.2017.09.022,copolymer,,PET-DMTMI10,O=C(C1=CC(C(OCCOC(C2=CC=C(C(OCCO[Rb])=O)C=C2)=O)=O)=CC(N(C3=O)C(CC3C4C(C5)C=CC5C4)=O)=C1)[Fr],O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,[Fr]C(C1=CC(C(OCCO[Rb])=O)=CC(N2C(C3C4C=CC(C3C2=O)C4)=O)=C1)=O,PET,,90,,DMTMI10,,10,,,,,,,,,,,,,,,,,27.5
10.1016/j.reactfunctpolym.2020.104631,copolymer,,MMA/HPD-15,CCOP(COP(OCCOC(C(CC(C[Rb])(C(OC)=O)C)[Fr])=O)(C1=CC=CC=C1)=O)(OCC)=O,CC(C(OC)=O)([Fr])C[Rb],O=C(OCCOP(OCP(OCC)(OCC)=O)(C1=CC=CC=C1)=O)C([Fr])C[Rb],PMMA,,85,,HPD,,15,,,,,,,,,,,,,,,,,27.5
10.1016/j.reactfunctpolym.2020.104631,copolymer,,MMA-HPD15,O=C(C(CC(C(OC)=O)(C)C[Rb])[Fr])OCCOP(OCP(OCC)(OCC)=O)(C1=CC=CC=C1)=O,CC(C(OC)=O)([Fr])C[Rb],CCOP(COP(OCCOC(C([Fr])C[Rb])=O)(C1=CC=CC=C1)=O)(OCC)=O,PMMA,87,,,HPD,13,,,,,,,,,,,,,,,,,,27.5
10.1002/marc.202200644,copolymer,,FRPA-5,[Rb]NCCCCCCCCCCCCNC(CCCCCCCCC(NCCCCCCCCCCCCNC(CCP([Fr])(C1=CC=CC=C1)=O)=O)=O)=O,[Rb]NCCCCCCCCCCCCNC(CCCCCCCCC([Fr])=O)=O,[Rb]NCCCCCCCCCCCCNC(CCP([Fr])(C1=CC=CC=C1)=O)=O,PA1210,,95,,CDS,,5,,,,,,,,,,,,,,,,,27.7
10.1002/pat.4206,copolymer,,FRPA66-3,O=C(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C(NCCCCCCNC(CCCCC([Fr])=O)=O)=O)NCCCCCCN[Rb],[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,O=C(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C([Fr])=O)NCCCCCCN[Rb],PA66,97,,,DDP-HMDA,3,,,,,,,,,,,,,,,,,,27.8
10.1016/j.polymdegradstab.2019.03.004,copolymer,,PA6-co-DPO,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCNC(CCCCCN[Rb])=O,[Fr]C(CCCCCN[Rb])=O,[H]N(C(CC(C([Fr])=O)CP(C1=CC=CC=C1)(C2=CC=CC=C2)=O)=O)CCCCCCCCCCN[Rb],PA6,97,,,DPDPO-DMDAsalt,3,,,,,,,,,,,,,,,,,,27.8
10.1002/app.43538,copolymer,,PA66-NENP5,O=C(NCCCCCCN[Rb])CCCCC(NCCCCCCNC(C1=CC=C(C=C1)N(C(CCP(N([H])C2=CC=C(C([Fr])=O)C=C2)(C3=CC=CC=C3)=O)=O)[H])=O)=O,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],[H]N(C(CCP(N(C1=CC=C(C=C1)C([Fr])=O)[H])(C2=CC=CC=C2)=O)=O)C(C=C3)=CC=C3C(NCCCCCCN[Rb])=O,PA66,95,,,NENP,5,,,,,,,,,,,,,,,,,,28
10.1002/app.48687,copolymer,,PA66-co-CEPPA,O=P(C1=CC=CC=C1)(CCC(NCCCCCCNC(CCCCC([Fr])=O)=O)=O)NCCCCCCNC(CCCCC([Rb])=O)=O,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,O=P([Fr])(C1=CC=CC=C1)CCC([Rb])=O,PA66,94,,,CEPPA,6,,,,,,,,,,,,,,,,,,28
10.1002/fam.2385,copolymer,,PA66-PDPPD2,O=C(NCCCCCCNC(CCCCC(NC1=CC=C(C=C1)NP(NC2=CC=C(C=C2)P(NC3=CC=C(C=C3)P(NC4=CC=C(C=C4)P(NC5=CC=C(C=C5)P(NC6=CC=C(C=C6)N[Rb])(C7=CC=CC=C7)=O)(C8=CC=CC=C8)=O)(C9=CC=CC=C9)=O)(C%10=CC=CC=C%10)=O)(C%11=CC=CC=C%11)=O)=O)=O)CCCCC([Fr])=O,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NC1=CC=C(NP(NC2=CC=C(P(NC3=CC=C(P(NC4=CC=C(P(NC5=CC=C(P(NC6=CC=C(N[Rb])C=C6)(C7=CC=CC=C7)=O)C=C5)(C8=CC=CC=C8)=O)C=C4)(C9=CC=CC=C9)=O)C=C3)(C%10=CC=CC=C%10)=O)C=C2)(C%11=CC=CC=C%11)=O)C=C1)CCCCC([Fr])=O,PA66,97,,,PDPPD,3,,,,,,,,,,,,,,,,,,28
10.1007/s10965-006-0082-3,copolymer,,PC-co-ODOPB1,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4OC(OC(C=C5)=CC=C5C(C)(C6=CC=C(O[Rb])C=C6)C)=O)=C(C=C4)OC([Fr])=O,CC(C1=CC=C(OC([Fr])=O)C=C1)(C2=CC=C(O[Rb])C=C2)C,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4O[Rb])=C(C=C4)OC([Fr])=O,PC,97.7,,,ODOPB,2.3,,,,,,,,,,,,,,,,,,28
10.1016/j.jhazmat.2020.122040,copolymer,,EKE10PET,O=C(C1=CC=C(C=C1)C(OCCO[Rb])=O)OCCOC2=CC=C(C=C2)OC3=CC=C(C=C3)C(C4=CC=C(C=C4)OC5=CC=C(C=C5)OCCOC([Fr])=O)=O,O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=C(C1=CC=C(OC2=CC=C(OCCOC(C(C=C3)=CC=C3C([Fr])=O)=O)C=C2)C=C1)C4=CC=C(OC5=CC=C(OCCO[Rb])C=C5)C=C4,PET,,100,,EKE,,10,,,,,,,,,,,,,,,,,28
10.1016/j.polymdegradstab.2023.110388,copolymer,,PC/NSD2,CC(C1=CC=C(OC(OC(C(SOOO[Na])=C2)=CC3=C2C=C(SOOO[Na])C(OC([Fr])=O)=C3)=O)C=C1)(C)C4=CC=C(O[Rb])C=C4,CC(C1=CC=C(OC([Fr])=O)C=C1)(C)C2=CC=C(O[Rb])C=C2,[Na]OOOSC1=CC2=C(C=C1O[Rb])C=C(OC([Fr])=O)C(SOOO[Na])=C2,PC,100,,,NSD,2,,,,,,,,,,,,,,,,,,28
10.1021/ie1006917,copolymer,,PTTP10,O=C([Fr])C1=CC=C(C(OCCCOC(C(CP2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)CC(OCCCO[Rb])=O)=O)=O)C=C1,O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,PTT,90,,,DDP,10,,,,,,,,,,,,,,,,,,28
10.1039/C6RA17108G,copolymer,,PA-4,[Rb]NCCCCCNC(CCCCC(NCCCCCNC(C(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)=O)=O)=O,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)NCCCCCN[Rb],PA,92.5,,,DDPDA,7.5,,,,,,,,,,,,,,,,,,28
10.3969/j.issn.1001-3539.2015.07.005,copolymer,,FR-PA66,O=C(CCCCC(NCCCCCCNC(C1=CC=C(NP(C2=CC=CC=C2)(CCC(NC3=CC=C(C(O[Fr])=O)C=C3)=O)=O)C=C1)=O)=O)ONCCCCCCN[Rb],O=C(CCCCC([Fr])=O)ONCCCCCCN[Rb],O=C(NCCCCCCN[Rb])C1=CC=C(NP(C2=CC=CC=C2)(CCC(NC3=CC=C(C(O[Fr])=O)C=C3)=O)=O)C=C1,PA66 salt,3,,,BNPPO salt,97,,,,,,,,,,,,,,,,,,28
10.3969/j.issn.1001-3539.2015.11.002,copolymer,,FR-PA66,O=P(C1=CC=CC=C1)(NC2=CC=C(NP(C3=CC=CC=C3)(NC4=CC=C(NP(C5=CC=CC=C5)(NC6=CC=C(NP(C7=CC=CC=C7)(NC8=CC=C(NP(C9=CC=CC=C9)(NC%10=CC=C(C=C%10)NC(CCCCC(NCCCCCCN[Rb])=O)=O)=O)C=C8)=O)C=C6)=O)C=C4)=O)C=C2)NC(C=C%11)=CC=C%11N[Fr],O=C([Fr])CCCCC(NCCCCCCN[Rb])=O,O=P(C1=CC=CC=C1)(NC2=CC=C(NP(C3=CC=CC=C3)(NC4=CC=C(NP(C5=CC=CC=C5)(NC6=CC=C(NP(C7=CC=CC=C7)(NC8=CC=C(NP(C9=CC=CC=C9)(NC%10=CC=C(C=C%10)N[Rb])=O)C=C8)=O)C=C6)=O)C=C4)=O)C=C2)NC(C=C%11)=CC=C%11N[Fr],PA66 salt,4.5,,,PDPPD salt,95.5,,,,,,,,,,,,,,,,,,28
10.1016/S0141-3910(96)00126-7,homopolymer,,,,[Fr]Oc1c(C)cc(cc1C)S(=O)(=O)c1cc(C)c(c(c1)C)OP(=O)(Oc1ccc(cc1)N(=O)=O)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,28
10.1007/s11224-014-0474-7,homopolymer,,,,[Fr]Oc1ccc(cc1)C(c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb])(C)C,,,,100,,,,0,,,,,,,,,,,,,,,,,28
10.1016/S0141-3910(96)00126-7,homopolymer,,,,[Fr]OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOP(=O)(c1ccc(cc1)C)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,28
10.1016/S0141-3910(96)00126-7,homopolymer,,,,[Fr]OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOP(=O)(c1ccccc1)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,28
10.1002/(SICI)1099-0518(19990815)37:16<3285::AID-POLA26>3.0.CO;2-L,homopolymer,,,,COc1cc(ccc1OP(=O)(Nc1ccc(cc1)C)[Rb])/C=C/1\CC/C(=C/c2ccc(c(c2)OC)O[Fr])/CC(=O)C1,,,,100,,,,0,,,,,,,,,,,,,,,,,28
10.1002/(SICI)1099-0518(19990815)37:16<3285::AID-POLA26>3.0.CO;2-L,homopolymer,,,,COc1cc(ccc1OP(=O)(Nc1ccc(cc1)C)[Rb])/C=C/1\CC/C(=C\c2ccc(c(c2)O[Fr])O)/C1=O,,,,100,,,,0,,,,,,,,,,,,,,,,,28
10.1002/(SICI)1099-0518(19990815)37:16<3285::AID-POLA26>3.0.CO;2-L,homopolymer,,,,COc1ccc(cc1)NP(=O)(Oc1ccc(cc1OC)/C=C/1\CC(=O)C\C1=C/c1ccc(c(c1)OC)O[Fr])[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,28
10.3390/molecules17089090,homopolymer,,,,O=P(OCCO[Fr])([Rb])C1=CC=CC=C1,,,,100,,,,0,,,,,,,,,,,,,,,,,28
10.1016/S0141-3910（00）00066-5,copolymer,,ST-PCVP,O=P1(OC2=C(O1)C=CC=C2)C(CC(C3=CC=CC=C3)C[Rb])[Fr],[Rb]CC([Fr])C1=CC=CC=C1,O=P1(OC2=C(O1)C=CC=C2)C([Fr])C[Rb],PS,,70,,PCVP,,30,,,,,,,,,,,,,,,,,28.1
10.1007/s00289-016-1652-0,homopolymer,,,,[Fr]Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OC(=O)CCCCCCC(=O)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,28.3
10.1016/j.polymdegradstab.2010.07.001,copolymer,,P(BDT)55/45,O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4OCCOC(C5=CC=C(C(OCCCCOC(C(C=C6)=CC=C6C([Fr])=O)=O)=O)C=C5)=O)=C(C=C4)OCCO[Rb],O=C(C1=CC=C(C(OCCCCO[Rb])=O)C=C1)[Fr],O=P1(C2=C(C3=C(O1)C=CC=C3)C=CC=C2)C(C=C4OCCOC(C5=CC=C(C([Fr])=O)C=C5)=O)=C(C=C4)OCCO[Rb],PBT,,55,,DMT/DOPO-HQ-GE,,45,,,,,,,,,,,,,,,,,28.4
10.1016/j.polymdegradstab.2022.110212,copolymer,,PA56-6,[Rb]NCCCCCNC(CCCCC(NCCCCCNC(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)=O)=O)=O,[Rb]NCCCCCNC(CCCCC([Fr])=O)=O,O=C(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)NCCCCCN[Rb],PA,94,,,DOPDA,6,,,,,,,,,,,,,,,,,,28.4
10.1039/c7ra13228j,copolymer,,PA6-co-DDP3,[Fr]C(CCCCCNC(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC(NCCCCCCCCCCN[Rb])=O)=O)=O,[Fr]C(CCCCCN[Rb])=O,O=C(NCCCCCCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O,PA6,97,,,DDPsalt,3,,,,,,,,,,,,,,,,,,28.4
10.1039/C7RA13228J,copolymer,,FRPA6-3,[Rb]NCCCCCC(NCCCCCCCCCCNC(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C([Fr])=O)=O)=O,[Rb]NCCCCCC([Fr])=O,O=C(NCCCCCCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O,PA6,97,,,DDP salt,3,,,,,,,,,,,,,,,,,,28.4
10.1002/pi.1946,copolymer,,PAN-co-DMpVBnP4,COP(CC1=CC=C(C=C1)C(CC(C#N)C[Rb])[Fr])(OC)=O,N#CC([Fr])C[Rb],O=P(OC)(OC)CC(C=C1)=CC=C1C([Fr])C[Rb],PAN,,91.9,,DMpVBnP,,8.1,,,,,,,,,,,,,,,,,28.5
10.1039/C5RA11390C,copolymer,,PBSH-2%,O=P(O[Fr])(CCC(OCCCCOC(CCC(OCCCCO[Rb])=O)=O)=O)C1=CC=CC=C1,O=C([Fr])CCC(OCCCCO[Rb])=O,O=P(O[Fr])(CCC(OCCCCO[Rb])=O)C1=CC=CC=C1,PBS,,98,,HPPPA,,2,,,,,,,,,,,,,,,,,28.5
10.1039/D0RA07822K,copolymer,,Polyamide66(PA66),[Rb]NCCCCCCNC(CCCCC(NCCCCCCNC(CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O)=O)=O)=O,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,[Rb]NCCCCCCNC(CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O)=O,PA66salt,92,,,CPPOA,8,,,,,,,,,,,,,,,,,,28.5
10.1039/D0RA07822K,copolymer,,FRPA66-8,O=C([Fr])CCP(=O)(OCCOC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)NCCCCCCN[Rb])C1=CC=CC=C1,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NCCCCCCN[Rb])CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O,PA66,92,,,CPPOA,8,,,,,,,,,,,,,,,,,,28.5
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA15-co-PET,O=C(C1=CC=C(C=C1)C(OP(O[Mg]OP([Fr])(C2=CC=CC=C2)=O)(C3=CC=CC=C3)=O)=O)OCCO[Rb],O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],PET,100,,,MH-PPOA,15,,,,,,,,,,,,,,,,,,28.6
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA9-co-PET,O=C(C1=CC=C(C=C1)C(OP(O[Mg]OP([Fr])(C2=CC=CC=C2)=O)(C3=CC=CC=C3)=O)=O)OCCO[Rb],O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],PET,100,,,MH-PPOA,9,,,,,,,,,,,,,,,,,,28.6
10.1016/j.polymdegradstab.2015.11.003,copolymer,,PBT/CPBA25%,O=C(OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C)C4=CC=C(C=C4)C(OCCCCO[Rb])=O,O=C([Fr])C1=CC=C(C=C1)C(OCCCCO[Rb])=O,[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C,PBT,75,,,CPBA,25,,,,,,,,,,,,,,,,,,28.6
10.1007/s10924-022-02466-6,copolymer,,PA56-1.2DDP,O=C(CCCCC(=O)NCCCCCNC(=O)CC(CP1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)[Fr])NCCCCCN[Rb],O=C(CCCCC(NCCCCCN[Rb])=O)[Fr],O=C(NCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,PA56,,100,,,,1.2,,,,,,,,,,,,,,,,,28.8
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA20-co-PET,O=C(C1=CC=C(C=C1)C(OP(O[Mg]OP([Fr])(C2=CC=CC=C2)=O)(C3=CC=CC=C3)=O)=O)OCCO[Rb],O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,O=P(O[Mg]OP([Fr])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[Rb],PET,100,,,MH-PPOA,20,,,,,,,,,,,,,,,,,,28.8
10.1021/acsomega.3c06235,copolymer,,PS148-b-PFAA-DOPO80,O=C(OCP1(=O)OC2=C(C=CC=C2)C2=CC=CC=C21)C([Fr])CC(C[Rb])C1=CC=CC=C1,[Rb]CC([Fr])C1=CC=CC=C1,O=C(OCP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])C[Rb],PS,,1,,FAA-DOPO,,200,,,,,,,,,,,,,,,,,28.8
10.1002/pat.5153,homopolymer,,,,O=C1N(C2=CC=C(OC3=CC(P(C4=CC=CC=C4)(C5=CC=CC=C5)=O)=C(OC6=CC=C([Fr])C=C6)C=C3)C=C2)C(C7C1CC(C8CC(C(N([Rb])C9=O)=O)C9CC8)CC7)=O,,,,100,,,,0,,,,,,,,,,,,,,,,,28.8
10.1002/app.47488,copolymer,,3%TRFR/PA66,[H]N(P1(OCC2(COP(N(C3=CC=C(C=C3)C([Fr])=O)[H])(OC2)=O)CO1)=O)C(C=C4)=CC=C4C(NCCCCCCNC(CCCCC(NCCCCCCN[Rb])=O)=O)=O,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],[H]N(P1(OCC2(COP(N(C3=CC=C(C=C3)C([Fr])=O)[H])(OC2)=O)CO1)=O)C(C=C4)=CC=C4C(NCCCCCCN[Rb])=O,PA66,97,,,TRFR,3,,,,,,,,,,,,,,,,,,29
10.1002/fam.2385,copolymer,,PA66-PDPPD3,O=C(NCCCCCCNC(CCCCC(NC1=CC=C(C=C1)NP(NC2=CC=C(C=C2)P(NC3=CC=C(C=C3)P(NC4=CC=C(C=C4)P(NC5=CC=C(C=C5)P(NC6=CC=C(C=C6)N[Rb])(C7=CC=CC=C7)=O)(C8=CC=CC=C8)=O)(C9=CC=CC=C9)=O)(C%10=CC=CC=C%10)=O)(C%11=CC=CC=C%11)=O)=O)=O)CCCCC([Fr])=O,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NC1=CC=C(NP(NC2=CC=C(P(NC3=CC=C(P(NC4=CC=C(P(NC5=CC=C(P(NC6=CC=C(N[Rb])C=C6)(C7=CC=CC=C7)=O)C=C5)(C8=CC=CC=C8)=O)C=C4)(C9=CC=CC=C9)=O)C=C3)(C%10=CC=CC=C%10)=O)C=C2)(C%11=CC=CC=C%11)=O)C=C1)CCCCC([Fr])=O,PA66,95.5,,,PDPPD,4.5,,,,,,,,,,,,,,,,,,29
10.1016/j.polymer.2015.01.030,copolymer,,PETP10,O=C(C1=CC=C(C=C1)C(OCCOC(C2=CC3=C(OC4=C(P3(C5=CC=CC=C5)(C6=CC=CC=C6)=O)C=C(C=C4)C(OCCO[Fr])=O)C=C2)=O)=O)OCCO[Rb],O=C(C1=CC=C(C=C1)C(O[Fr])=O)OCCO[Rb],O=C(OCCO[Rb])C1=CC2=C(C=C1)OC3=C(C=C(C(OCCO[Fr])=O)C=C3)P2(C4=CC=CC=C4)=O,PET,,90,,DCPPO-Ph,,10,,,,,,,,,,,,,,,,,29
10.1016/j.polymer.2015.01.030,copolymer,,PETI5-K,O=C(OCCO[Rb])C1=CC=C(C(OCCOC(C2=CC=C(C3)C(P(C4=C3C=CC(C(OCCO[Fr])=O)=C4)(O[K])=O)=C2)=O)=O)C=C1,O=C(OCCO[Rb])C1=CC=C(C(O[Fr])=O)C=C1,O=C(C1=CC=C(C2)C(P(C3=C2C=CC(C(OCCO[Fr])=O)=C3)(O[K])=O)=C1)O[Rb],PET,,95,,DHPPO-K,,5,,,,,,,,,,,,,,,,,29
10.1016/j.aiepr.2022.12.004,homopolymer,,,,[Fr]C(C1=CC=C(C=C1)/N=N/C2=CC=C(C(NC3=CC=CC(P(C4=CC=CC(N[Rb])=C4)(C5=CC=CC=C5)=O)=C3)=O)C=C2)=O,,,,100,,,,0,,,,,,,,,,,,,,,,,29
10.1016/j.progpolymsci.2009.09.002,homopolymer,,,,[Fr]C(C1=CC=C(C=C1)C(N([H])C2=CC=C(C=C2)N([Rb])[H])=O)=O,,,,100,,,,0,,,,,,,,,,,,,,,,,29
10.1016/j.progpolymsci.2009.09.002,homopolymer,,,,[Fr]C(C1=CC=CC(C(N([H])C2=CC(N([Rb])[H])=CC=C2)=O)=C1)=O,,,,100,,,,0,,,,,,,,,,,,,,,,,29
10.1002/app.24667,homopolymer,,,,[Rb]C(c1cc(C(N(c2cc(P(c3ccccc3)(c4cc(N5C(c6ccc(C(N7C(CN([Fr])C7=O)=O)=O)cc6C5=O)=O)ccc4)=O)ccc2)C8=O)=O)c8cc1)=O,,,,100,,,,0,,,,,,,,,,,,,,,,,29
Bajaj P. Heat and flame protection. Handbook of technical textiles. 2000 Jan 1:223-63.,homopolymer,,,,[Rb]NC1=CC=C(NC(C2=CC=C(C([Fr])=O)C=C2)=O)C=C1,,,,100,,,,0,,,,,,,,,,,,,,,,,29
10.1016/j.polymdegradstab.2004.10.006,homopolymer,,,,C=C(C)C(=O)OCC(COc1ccc(cc1)CN=c1[nH]c(=NCc2ccc(cc2)OCC(COC(=O)C(=C)C)O)[nH]c(=NCc2ccc(cc2)OCC(COC(=O)C(=C)C)O)[nH]1)O,,,,100,,,,0,,,,,,,,,,,,,,,,,29
10.1002/app.24667,homopolymer,,,,CCC1(N(C(N(C(c2cc(C(N(c3cc(P(c4cc(N5C(c6ccc(C([Rb])=O)cc6C5=O)=O)ccc4)(c7ccccc7)=O)ccc3)C8=O)=O)c8cc2)=O)C1=O)=O)[Fr])CC,,,,100,,,,0,,,,,,,,,,,,,,,,,29
10.1002/(SICI)1099-0518(19990815)37:16<3285::AID-POLA26>3.0.CO;2-L,homopolymer,,,,COc1cc(ccc1OP(=O)(Nc1ccc(cc1)C)[Rb])/C=C/1\CC(=O)C/C(=C\c2ccc(c(c2)OC)O[Fr])/C1,,,,100,,,,0,,,,,,,,,,,,,,,,,29
